chrom	start	end	mean_value
chr7	36000000	38000000	38.25
chr7	40000000	42000000	38.25
chr7	115500000	117500000	38.25
chr7	143500000	145500000	38.25
chr7	152500000	154500000	38.25
chr8	58000000	60000000	38.25
chr8	100000000	102000000	38.25
chr8	127000000	129000000	38.25
chr8	131500000	133500000	38.25
chr9	13000000	15000000	38.25
chr9	115500000	117500000	38.25
chr9	119000000	121000000	38.25
chr10	29500000	31500000	38.25
chr10	49000000	51000000	38.25
chr10	63500000	65500000	38.25
chr10	125500000	127500000	38.25
chr11	2000000	4000000	38.25
chr11	14500000	16500000	38.25
chr11	32000000	34000000	38.25
chr11	76000000	78000000	38.25
chr11	100000000	102000000	38.25
chr11	124000000	126000000	38.25
chr12	13000000	15000000	38.25
chr12	30500000	32500000	38.25
chr12	39500000	41500000	38.25
chr12	83000000	85000000	38.25
chr12	110000000	112000000	38.25
chr12	121000000	123000000	38.25
chr13	73500000	75500000	38.25
chr13	90000000	92000000	38.25
chr13	107000000	109000000	38.25
chr14	53500000	55500000	38.25
chr14	80500000	82500000	38.25
chr14	88000000	90000000	38.25
chr15	61500000	63500000	38.25
chr15	68500000	70500000	38.25
chr15	85500000	87500000	38.25
chr15	87500000	89500000	38.25
chr16	500000	2500000	38.25
chr16	10000000	12000000	38.25
chr16	59500000	61500000	38.25
chr18	33500000	35500000	38.25
chr18	42000000	44000000	38.25
chr19	14000000	16000000	38.25
chr19	33000000	35000000	38.25
chr20	48500000	50500000	38.25
chr20	49000000	51000000	38.25
chr21	14500000	16500000	38.25
chr22	18000000	20000000	38.25
chr22	21000000	23000000	38.25
chrX	21000000	23000000	38.25
chrX	123500000	125500000	38.25
chr1	19500000	21500000	38
chr1	22500000	24500000	38
chr1	25500000	27500000	38
chr1	63000000	65000000	38
chr1	184000000	186000000	38
chr1	239000000	241000000	38
chr2	500000	2500000	38
chr2	13000000	15000000	38
chr2	16500000	18500000	38
chr2	21000000	23000000	38
chr2	24500000	26500000	38
chr2	39000000	41000000	38
chr2	71500000	73500000	38
chr2	83500000	85500000	38
chr2	153500000	155500000	38
chr2	154000000	156000000	38
chr2	174500000	176500000	38
chr2	214000000	216000000	38
chr2	236500000	238500000	38
chr3	88500000	90500000	38
chr3	107000000	109000000	38
chr3	108500000	110500000	38
chr3	128000000	130000000	38
chr3	136500000	138500000	38
chr3	148000000	150000000	38
chr3	157000000	159000000	38
chr3	160000000	162000000	38
chr3	183000000	185000000	38
chr3	188500000	190500000	38
chr4	31500000	33500000	38
chr4	73000000	75000000	38
chr4	88000000	90000000	38
chr4	103000000	105000000	38
chr4	110500000	112500000	38
chr4	136500000	138500000	38
chr4	160000000	162000000	38
chr4	174500000	176500000	38
chr5	34000000	36000000	38
chr5	39000000	41000000	38
chr5	129000000	131000000	38
chr6	81500000	83500000	38
chr6	113000000	115000000	38
chr6	124500000	126500000	38
chr6	128000000	130000000	38
chr6	131500000	133500000	38
chr6	132000000	134000000	38
chr7	18500000	20500000	38
chr7	19000000	21000000	38
chr7	26500000	28500000	38
chr7	97500000	99500000	38
chr7	121000000	123000000	38
chr8	20000000	22000000	38
chr8	54500000	56500000	38
chr8	64500000	66500000	38
chr8	117000000	119000000	38
chr9	12500000	14500000	38
chr9	24500000	26500000	38
chr10	75500000	77500000	38
chr10	83500000	85500000	38
chr11	58500000	60500000	38
chr11	76500000	78500000	38
chr11	116500000	118500000	38
chr12	11500000	13500000	38
chr13	46000000	48000000	38
chr13	47500000	49500000	38
chr13	52000000	54000000	38
chr13	72500000	74500000	38
chr14	25500000	27500000	38
chr14	46000000	48000000	38
chr14	49000000	51000000	38
chr15	26000000	28000000	38
chr15	45500000	47500000	38
chr15	68000000	70000000	38
chr15	69500000	71500000	38
chr16	1500000	3500000	38
chr16	15000000	17000000	38
chr16	15500000	17500000	38
chr16	28000000	30000000	38
chr17	0	2000000	38
chr17	5000000	7000000	38
chr17	6500000	8500000	38
chr18	31500000	33500000	38
chr19	35500000	37500000	38
chr21	27500000	29500000	38
chr22	28500000	30500000	38
chrX	4500000	6500000	38
chrX	141500000	143500000	38
chr1	5000000	7000000	37.75
chr1	6000000	8000000	37.75
chr1	26500000	28500000	37.75
chr1	56500000	58500000	37.75
chr1	58500000	60500000	37.75
chr1	193000000	195000000	37.75
chr1	205500000	207500000	37.75
chr2	36500000	38500000	37.75
chr2	67000000	69000000	37.75
chr2	70500000	72500000	37.75
chr2	72500000	74500000	37.75
chr2	74000000	76000000	37.75
chr2	113500000	115500000	37.75
chr2	131000000	133000000	37.75
chr2	194500000	196500000	37.75
chr3	36500000	38500000	37.75
chr3	69000000	71000000	37.75
chr3	85500000	87500000	37.75
chr3	102000000	104000000	37.75
chr3	117500000	119500000	37.75
chr3	137000000	139000000	37.75
chr3	137500000	139500000	37.75
chr3	147500000	149500000	37.75
chr3	191000000	193000000	37.75
chr3	191500000	193500000	37.75
chr4	21500000	23500000	37.75
chr4	39000000	41000000	37.75
chr4	76000000	78000000	37.75
chr4	78000000	80000000	37.75
chr4	83500000	85500000	37.75
chr4	129500000	131500000	37.75
chr4	155500000	157500000	37.75
chr4	172500000	174500000	37.75
chr5	54000000	56000000	37.75
chr5	54500000	56500000	37.75
chr5	97500000	99500000	37.75
chr5	98000000	100000000	37.75
chr5	117500000	119500000	37.75
chr5	136500000	138500000	37.75
chr5	137000000	139000000	37.75
chr5	145000000	147000000	37.75
chr5	160500000	162500000	37.75
chr5	177500000	179500000	37.75
chr6	45000000	47000000	37.75
chr6	53000000	55000000	37.75
chr6	73000000	75000000	37.75
chr6	108500000	110500000	37.75
chr6	146500000	148500000	37.75
chr6	165500000	167500000	37.75
chr7	93000000	95000000	37.75
chr7	105500000	107500000	37.75
chr8	29000000	31000000	37.75
chr8	37000000	39000000	37.75
chr8	72000000	74000000	37.75
chr8	115500000	117500000	37.75
chr9	40000000	42000000	37.75
chr9	106000000	108000000	37.75
chr9	113500000	115500000	37.75
chr9	114000000	116000000	37.75
chr9	118500000	120500000	37.75
chr10	68000000	70000000	37.75
chr10	99000000	101000000	37.75
chr10	99500000	101500000	37.75
chr10	118500000	120500000	37.75
chr11	14000000	16000000	37.75
chr11	44000000	46000000	37.75
chr11	62500000	64500000	37.75
chr11	67000000	69000000	37.75
chr12	8500000	10500000	37.75
chr12	19500000	21500000	37.75
chr12	82000000	84000000	37.75
chr12	85500000	87500000	37.75
chr12	106500000	108500000	37.75
chr13	31500000	33500000	37.75
chr13	62000000	64000000	37.75
chr13	73000000	75000000	37.75
chr13	110000000	112000000	37.75
chr14	85500000	87500000	37.75
chr14	90000000	92000000	37.75
chr15	23000000	25000000	37.75
chr15	55000000	57000000	37.75
chr15	62000000	64000000	37.75
chr15	65000000	67000000	37.75
chr16	27000000	29000000	37.75
chr16	65500000	67500000	37.75
chr16	72000000	74000000	37.75
chr16	88500000	90338345	37.75
chr17	14000000	16000000	37.75
chr18	32000000	34000000	37.75
chr19	38500000	40500000	37.75
chr20	24500000	26500000	37.75
chr20	51000000	53000000	37.75
chr21	15500000	17500000	37.75
chr21	34000000	36000000	37.75
chrX	22000000	24000000	37.75
chrX	55500000	57500000	37.75
chrX	91500000	93500000	37.75
chrX	146000000	148000000	37.75
chrX	146500000	148500000	37.75
chr1	26000000	28000000	37.5
chr1	57000000	59000000	37.5
chr1	76000000	78000000	37.5
chr1	77000000	79000000	37.5
chr1	82500000	84500000	37.5
chr1	83500000	85500000	37.5
chr1	194000000	196000000	37.5
chr1	208500000	210500000	37.5
chr2	34500000	36500000	37.5
chr2	43000000	45000000	37.5
chr2	43500000	45500000	37.5
chr2	82500000	84500000	37.5
chr2	177500000	179500000	37.5
chr2	208500000	210500000	37.5
chr3	31000000	33000000	37.5
chr3	90000000	92000000	37.5
chr3	113500000	115500000	37.5
chr3	124500000	126500000	37.5
chr3	178000000	180000000	37.5
chr4	13500000	15500000	37.5
chr4	45500000	47500000	37.5
chr4	129000000	131000000	37.5
chr4	155000000	157000000	37.5
chr4	169500000	171500000	37.5
chr5	8000000	10000000	37.5
chr5	161000000	163000000	37.5
chr5	170500000	172500000	37.5
chr5	175000000	177000000	37.5
chr6	22500000	24500000	37.5
chr6	82500000	84500000	37.5
chr6	101500000	103500000	37.5
chr6	111500000	113500000	37.5
chr6	143500000	145500000	37.5
chr6	150000000	152000000	37.5
chr7	73000000	75000000	37.5
chr7	103500000	105500000	37.5
chr7	157500000	159345973	37.5
chr8	28000000	30000000	37.5
chr8	85000000	87000000	37.5
chr8	98500000	100500000	37.5
chr8	119500000	121500000	37.5
chr9	84000000	86000000	37.5
chr9	88500000	90500000	37.5
chr9	89000000	91000000	37.5
chr9	89500000	91500000	37.5
chr9	121500000	123500000	37.5
chr10	49500000	51500000	37.5
chr10	75000000	77000000	37.5
chr11	65000000	67000000	37.5
chr11	86000000	88000000	37.5
chr12	12000000	14000000	37.5
chr12	31000000	33000000	37.5
chr12	39000000	41000000	37.5
chr12	72000000	74000000	37.5
chr12	95000000	97000000	37.5
chr13	90500000	92500000	37.5
chr13	110500000	112500000	37.5
chr14	35000000	37000000	37.5
chr14	35500000	37500000	37.5
chr14	45500000	47500000	37.5
chr14	92000000	94000000	37.5
chr14	92500000	94500000	37.5
chr15	22500000	24500000	37.5
chr17	17000000	19000000	37.5
chr18	31000000	33000000	37.5
chr18	52500000	54500000	37.5
chr19	32500000	34500000	37.5
chr21	25500000	27500000	37.5
chr22	16000000	18000000	37.5
chr22	24500000	26500000	37.5
chrX	66500000	68500000	37.5
chrX	102500000	104500000	37.5
chrX	118500000	120500000	37.5
chrX	136000000	138000000	37.5
chr1	10000000	12000000	37.25
chr1	105000000	107000000	37.25
chr1	209500000	211500000	37.25
chr2	84500000	86500000	37.25
chr2	173000000	175000000	37.25
chr3	14000000	16000000	37.25
chr3	65500000	67500000	37.25
chr3	114500000	116500000	37.25
chr4	86500000	88500000	37.25
chr4	92000000	94000000	37.25
chr4	159500000	161500000	37.25
chr4	167500000	169500000	37.25
chr4	177500000	179500000	37.25
chr5	3500000	5500000	37.25
chr5	32500000	34500000	37.25
chr5	170000000	172000000	37.25
chr5	175500000	177500000	37.25
chr6	97000000	99000000	37.25
chr6	121000000	123000000	37.25
chr6	140500000	142500000	37.25
chr7	74000000	76000000	37.25
chr7	141500000	143500000	37.25
chr8	15000000	17000000	37.25
chr8	35500000	37500000	37.25
chr8	57500000	59500000	37.25
chr8	92000000	94000000	37.25
chr8	99000000	101000000	37.25
chr9	39500000	41500000	37.25
chr9	112500000	114500000	37.25
chr10	7500000	9500000	37.25
chr10	14500000	16500000	37.25
chr10	66000000	68000000	37.25
chr10	104000000	106000000	37.25
chr10	111000000	113000000	37.25
chr10	111500000	113500000	37.25
chr11	13500000	15500000	37.25
chr11	44500000	46500000	37.25
chr11	107500000	109500000	37.25
chr12	14000000	16000000	37.25
chr12	59500000	61500000	37.25
chr12	63000000	65000000	37.25
chr14	24500000	26500000	37.25
chr14	26000000	28000000	37.25
chr14	75500000	77500000	37.25
chr14	102000000	104000000	37.25
chr15	61000000	63000000	37.25
chr16	22500000	24500000	37.25
chr17	65000000	67000000	37.25
chr17	74500000	76500000	37.25
chr18	14000000	16000000	37.25
chr18	33000000	35000000	37.25
chr18	42500000	44500000	37.25
chr19	19000000	21000000	37.25
chr20	20500000	22500000	37.25
chr21	32500000	34500000	37.25
chr22	16500000	18500000	37.25
chrX	11500000	13500000	37.25
chrX	74500000	76500000	37.25
chrX	134000000	136000000	37.25
chrX	135000000	137000000	37.25
chr1	91000000	93000000	37
chr1	105500000	107500000	37
chr1	120000000	122000000	37
chr1	181000000	183000000	37
chr1	202000000	204000000	37
chr2	74500000	76500000	37
chr2	108000000	110000000	37
chr2	157500000	159500000	37
chr2	186500000	188500000	37
chr2	188000000	190000000	37
chr2	219000000	221000000	37
chr2	220500000	222500000	37
chr3	37500000	39500000	37
chr3	43000000	45000000	37
chr3	81500000	83500000	37
chr3	106500000	108500000	37
chr3	141500000	143500000	37
chr4	12000000	14000000	37
chr4	19500000	21500000	37
chr4	104500000	106500000	37
chr5	73500000	75500000	37
chr5	82500000	84500000	37
chr5	108000000	110000000	37
chr5	128500000	130500000	37
chr5	145500000	147500000	37
chr5	169500000	171500000	37
chr6	23500000	25500000	37
chr6	32500000	34500000	37
chr6	41500000	43500000	37
chr6	56500000	58500000	37
chr6	168000000	170000000	37
chr7	73500000	75500000	37
chr7	140000000	142000000	37
chr7	140500000	142500000	37
chr7	146000000	148000000	37
chr8	32500000	34500000	37
chr8	36500000	38500000	37
chr8	58500000	60500000	37
chr8	139500000	141500000	37
chr9	12000000	14000000	37
chr9	34000000	36000000	37
chr9	38000000	40000000	37
chr10	35000000	37000000	37
chr10	41000000	43000000	37
chr10	116500000	118500000	37
chr10	127500000	129500000	37
chr11	64000000	66000000	37
chr12	58000000	60000000	37
chr12	60500000	62500000	37
chr12	61500000	63500000	37
chr12	96500000	98500000	37
chr13	33000000	35000000	37
chr13	55000000	57000000	37
chr14	25000000	27000000	37
chr15	30500000	32500000	37
chr15	41000000	43000000	37
chr15	73000000	75000000	37
chr15	90500000	92500000	37
chr17	40500000	42500000	37
chr18	6000000	8000000	37
chr18	45000000	47000000	37
chr18	45500000	47500000	37
chr19	41000000	43000000	37
chr19	49500000	51500000	37
chr20	23000000	25000000	37
chr20	41500000	43500000	37
chr21	22500000	24500000	37
chr21	30000000	32000000	37
chr22	22000000	24000000	37
chr22	27500000	29500000	37
chrX	78000000	80000000	37
chrX	108500000	110500000	37
chrX	134500000	136500000	37
chrX	138500000	140500000	37
chr1	16500000	18500000	36.75
chr1	59000000	61000000	36.75
chr1	61000000	63000000	36.75
chr1	97500000	99500000	36.75
chr1	104500000	106500000	36.75
chr1	243500000	245500000	36.75
chr1	247000000	248956422	36.75
chr2	20500000	22500000	36.75
chr2	73500000	75500000	36.75
chr2	76000000	78000000	36.75
chr2	131500000	133500000	36.75
chr3	38000000	40000000	36.75
chr3	78500000	80500000	36.75
chr3	110500000	112500000	36.75
chr3	111000000	113000000	36.75
chr3	115000000	117000000	36.75
chr4	68500000	70500000	36.75
chr4	160500000	162500000	36.75
chr4	161500000	163500000	36.75
chr5	11000000	13000000	36.75
chr5	23000000	25000000	36.75
chr5	75500000	77500000	36.75
chr5	83000000	85000000	36.75
chr5	88000000	90000000	36.75
chr5	138500000	140500000	36.75
chr5	146500000	148500000	36.75
chr5	176500000	178500000	36.75
chr5	177000000	179000000	36.75
chr6	93000000	95000000	36.75
chr6	111000000	113000000	36.75
chr6	141000000	143000000	36.75
chr7	42500000	44500000	36.75
chr7	45500000	47500000	36.75
chr7	76500000	78500000	36.75
chr7	77000000	79000000	36.75
chr7	84500000	86500000	36.75
chr7	87500000	89500000	36.75
chr7	121500000	123500000	36.75
chr8	38000000	40000000	36.75
chr8	67500000	69500000	36.75
chr8	122000000	124000000	36.75
chr9	67500000	69500000	36.75
chr10	47000000	49000000	36.75
chr10	62500000	64500000	36.75
chr10	84500000	86500000	36.75
chr10	110000000	112000000	36.75
chr10	117000000	119000000	36.75
chr10	126500000	128500000	36.75
chr11	22000000	24000000	36.75
chr11	34000000	36000000	36.75
chr11	40000000	42000000	36.75
chr11	60500000	62500000	36.75
chr11	99500000	101500000	36.75
chr11	111000000	113000000	36.75
chr11	118500000	120500000	36.75
chr12	9000000	11000000	36.75
chr12	62000000	64000000	36.75
chr12	80500000	82500000	36.75
chr12	101000000	103000000	36.75
chr12	107500000	109500000	36.75
chr13	19000000	21000000	36.75
chr13	20500000	22500000	36.75
chr13	32000000	34000000	36.75
chr13	55500000	57500000	36.75
chr13	79500000	81500000	36.75
chr14	60500000	62500000	36.75
chr14	75000000	77000000	36.75
chr15	53500000	55500000	36.75
chr15	60500000	62500000	36.75
chr15	77500000	79500000	36.75
chr16	1000000	3000000	36.75
chr16	30500000	32500000	36.75
chr17	3000000	5000000	36.75
chr17	41000000	43000000	36.75
chr18	28500000	30500000	36.75
chr18	47500000	49500000	36.75
chr19	40500000	42500000	36.75
chr20	22500000	24500000	36.75
chrX	28000000	30000000	36.75
chrX	101000000	103000000	36.75
chrX	117000000	119000000	36.75
chrX	119000000	121000000	36.75
chrX	147000000	149000000	36.75
chr1	23000000	25000000	36.5
chr1	76500000	78500000	36.5
chr1	83000000	85000000	36.5
chr1	204500000	206500000	36.5
chr1	209000000	211000000	36.5
chr1	235500000	237500000	36.5
chr2	2000000	4000000	36.5
chr2	2500000	4500000	36.5
chr2	3000000	5000000	36.5
chr2	51000000	53000000	36.5
chr2	99500000	101500000	36.5
chr2	114000000	116000000	36.5
chr2	125000000	127000000	36.5
chr2	176000000	178000000	36.5
chr3	14500000	16500000	36.5
chr3	127500000	129500000	36.5
chr3	155000000	157000000	36.5
chr4	12500000	14500000	36.5
chr4	91500000	93500000	36.5
chr4	105000000	107000000	36.5
chr4	139500000	141500000	36.5
chr4	140500000	142500000	36.5
chr4	146000000	148000000	36.5
chr4	175000000	177000000	36.5
chr5	14500000	16500000	36.5
chr5	43500000	45500000	36.5
chr5	64500000	66500000	36.5
chr5	150500000	152500000	36.5
chr5	155000000	157000000	36.5
chr6	52000000	54000000	36.5
chr6	155500000	157500000	36.5
chr6	156000000	158000000	36.5
chr7	43500000	45500000	36.5
chr7	76000000	78000000	36.5
chr7	116000000	118000000	36.5
chr7	116500000	118500000	36.5
chr7	139500000	141500000	36.5
chr7	141000000	143000000	36.5
chr7	145000000	147000000	36.5
chr8	15500000	17500000	36.5
chr8	66000000	68000000	36.5
chr8	72500000	74500000	36.5
chr8	77500000	79500000	36.5
chr8	99500000	101500000	36.5
chr8	139000000	141000000	36.5
chr9	1500000	3500000	36.5
chr9	82000000	84000000	36.5
chr9	83000000	85000000	36.5
chr9	95000000	97000000	36.5
chr9	96500000	98500000	36.5
chr10	16000000	18000000	36.5
chr10	81500000	83500000	36.5
chr11	35000000	37000000	36.5
chr11	59500000	61500000	36.5
chr11	108000000	110000000	36.5
chr12	22000000	24000000	36.5
chr12	28500000	30500000	36.5
chr12	64000000	66000000	36.5
chr13	19500000	21500000	36.5
chr14	58500000	60500000	36.5
chr14	88500000	90500000	36.5
chr17	65500000	67500000	36.5
chr17	81000000	83000000	36.5
chr18	34000000	36000000	36.5
chr18	62000000	64000000	36.5
chr19	11000000	13000000	36.5
chr19	18500000	20500000	36.5
chr19	19500000	21500000	36.5
chr19	36500000	38500000	36.5
chr20	5500000	7500000	36.5
chrX	25000000	27000000	36.5
chrX	106500000	108500000	36.5
chr1	85000000	87000000	36.25
chr1	92000000	94000000	36.25
chr1	95500000	97500000	36.25
chr1	181500000	183500000	36.25
chr2	129500000	131500000	36.25
chr3	82500000	84500000	36.25
chr4	167000000	169000000	36.25
chr5	25500000	27500000	36.25
chr5	26000000	28000000	36.25
chr5	97000000	99000000	36.25
chr6	67500000	69500000	36.25
chr6	93500000	95500000	36.25
chr6	151000000	153000000	36.25
chr6	166000000	168000000	36.25
chr6	168500000	170500000	36.25
chr7	12000000	14000000	36.25
chr7	106000000	108000000	36.25
chr7	112500000	114500000	36.25
chr7	122000000	124000000	36.25
chr8	7500000	9500000	36.25
chr8	30500000	32500000	36.25
chr8	33000000	35000000	36.25
chr8	73000000	75000000	36.25
chr8	122500000	124500000	36.25
chr9	2000000	4000000	36.25
chr9	104500000	106500000	36.25
chr10	116000000	118000000	36.25
chr10	126000000	128000000	36.25
chr10	127000000	129000000	36.25
chr11	31500000	33500000	36.25
chr11	66000000	68000000	36.25
chr11	118000000	120000000	36.25
chr11	122000000	124000000	36.25
chr12	46000000	48000000	36.25
chr13	23000000	25000000	36.25
chr14	23000000	25000000	36.25
chr14	33000000	35000000	36.25
chr15	59000000	61000000	36.25
chr16	14000000	16000000	36.25
chr17	11000000	13000000	36.25
chr17	16500000	18500000	36.25
chr17	54500000	56500000	36.25
chr18	46000000	48000000	36.25
chr18	51000000	53000000	36.25
chr20	7000000	9000000	36.25
chr20	21000000	23000000	36.25
chrX	22500000	24500000	36.25
chrX	28500000	30500000	36.25
chrX	30500000	32500000	36.25
chrX	128000000	130000000	36.25
chr1	9500000	11500000	36
chr1	21500000	23500000	36
chr1	46500000	48500000	36
chr1	57500000	59500000	36
chr1	73000000	75000000	36
chr1	94000000	96000000	36
chr1	103500000	105500000	36
chr1	162000000	164000000	36
chr1	185000000	187000000	36
chr1	185500000	187500000	36
chr1	186000000	188000000	36
chr1	208000000	210000000	36
chr1	219000000	221000000	36
chr2	35500000	37500000	36
chr2	92000000	94000000	36
chr2	101000000	103000000	36
chr2	160000000	162000000	36
chr2	194000000	196000000	36
chr2	208000000	210000000	36
chr3	151000000	153000000	36
chr4	17000000	19000000	36
chr4	95000000	97000000	36
chr4	144500000	146500000	36
chr4	146500000	148500000	36
chr4	147000000	149000000	36
chr4	174000000	176000000	36
chr5	20000000	22000000	36
chr5	21500000	23500000	36
chr5	65500000	67500000	36
chr5	129500000	131500000	36
chr5	151500000	153500000	36
chr5	154500000	156500000	36
chr6	9500000	11500000	36
chr6	43000000	45000000	36
chr7	26000000	28000000	36
chr7	44000000	46000000	36
chr7	120500000	122500000	36
chr7	139000000	141000000	36
chr7	144500000	146500000	36
chr8	41000000	43000000	36
chr8	67000000	69000000	36
chr8	73500000	75500000	36
chr8	86000000	88000000	36
chr8	88000000	90000000	36
chr8	110500000	112500000	36
chr9	30500000	32500000	36
chr9	83500000	85500000	36
chr9	105500000	107500000	36
chr10	15500000	17500000	36
chr10	102500000	104500000	36
chr11	34500000	36500000	36
chr11	60000000	62000000	36
chr11	96000000	98000000	36
chr12	53500000	55500000	36
chr12	78000000	80000000	36
chr12	102500000	104500000	36
chr14	74000000	76000000	36
chr14	89500000	91500000	36
chr15	66000000	68000000	36
chr15	72500000	74500000	36
chr16	2000000	4000000	36
chr18	56500000	58500000	36
chr18	57000000	59000000	36
chr21	22000000	24000000	36
chrX	9000000	11000000	36
chrX	29000000	31000000	36
chrX	125000000	127000000	36
chrX	151500000	153500000	36
chr1	44000000	46000000	35.75
chr1	49000000	51000000	35.75
chr1	88500000	90500000	35.75
chr1	100500000	102500000	35.75
chr1	115000000	117000000	35.75
chr1	193500000	195500000	35.75
chr2	36000000	38000000	35.75
chr2	100500000	102500000	35.75
chr2	118500000	120500000	35.75
chr2	130500000	132500000	35.75
chr3	86000000	88000000	35.75
chr3	109000000	111000000	35.75
chr3	141000000	143000000	35.75
chr4	16000000	18000000	35.75
chr4	24000000	26000000	35.75
chr4	29000000	31000000	35.75
chr4	78500000	80500000	35.75
chr4	86000000	88000000	35.75
chr4	111000000	113000000	35.75
chr5	80500000	82500000	35.75
chr5	86000000	88000000	35.75
chr6	10000000	12000000	35.75
chr6	96500000	98500000	35.75
chr6	112500000	114500000	35.75
chr6	149500000	151500000	35.75
chr7	0	2000000	35.75
chr7	39000000	41000000	35.75
chr7	45000000	47000000	35.75
chr7	106500000	108500000	35.75
chr7	145500000	147500000	35.75
chr8	8000000	10000000	35.75
chr8	16000000	18000000	35.75
chr8	29500000	31500000	35.75
chr8	135000000	137000000	35.75
chr9	109500000	111500000	35.75
chr9	126000000	128000000	35.75
chr9	136500000	138394717	35.75
chr10	34500000	36500000	35.75
chr10	82000000	84000000	35.75
chr10	103000000	105000000	35.75
chr10	117500000	119500000	35.75
chr11	65500000	67500000	35.75
chr11	133500000	135086622	35.75
chr12	9500000	11500000	35.75
chr12	10000000	12000000	35.75
chr12	82500000	84500000	35.75
chr12	107000000	109000000	35.75
chr12	114000000	116000000	35.75
chr13	24000000	26000000	35.75
chr13	32500000	34500000	35.75
chr14	100500000	102500000	35.75
chr15	31000000	33000000	35.75
chr15	31500000	33500000	35.75
chr16	11500000	13500000	35.75
chr17	2500000	4500000	35.75
chr17	8500000	10500000	35.75
chr17	41500000	43500000	35.75
chr17	56000000	58000000	35.75
chr17	61000000	63000000	35.75
chr17	74000000	76000000	35.75
chr21	15000000	17000000	35.75
chr21	21000000	23000000	35.75
chr21	21500000	23500000	35.75
chrX	73500000	75500000	35.75
chrX	74000000	76000000	35.75
chrX	101500000	103500000	35.75
chrX	116500000	118500000	35.75
chrX	124000000	126000000	35.75
chrX	142500000	144500000	35.75
chr1	21000000	23000000	35.5
chr1	62500000	64500000	35.5
chr1	215000000	217000000	35.5
chr1	238500000	240500000	35.5
chr2	129000000	131000000	35.5
chr2	133000000	135000000	35.5
chr2	221000000	223000000	35.5
chr2	240500000	242193529	35.5
chr3	105500000	107500000	35.5
chr4	89000000	91000000	35.5
chr4	91000000	93000000	35.5
chr4	161000000	163000000	35.5
chr4	166000000	168000000	35.5
chr4	171500000	173500000	35.5
chr5	22000000	24000000	35.5
chr5	63000000	65000000	35.5
chr5	81000000	83000000	35.5
chr5	179500000	181500000	35.5
chr6	46000000	48000000	35.5
chr6	73500000	75500000	35.5
chr7	46500000	48500000	35.5
chr7	49500000	51500000	35.5
chr7	142500000	144500000	35.5
chr8	27500000	29500000	35.5
chr8	65500000	67500000	35.5
chr8	75000000	77000000	35.5
chr8	76000000	78000000	35.5
chr9	2500000	4500000	35.5
chr9	108000000	110000000	35.5
chr11	64500000	66500000	35.5
chr11	72000000	74000000	35.5
chr12	45500000	47500000	35.5
chr13	51000000	53000000	35.5
chr13	51500000	53500000	35.5
chr14	32000000	34000000	35.5
chr14	32500000	34500000	35.5
chr14	59500000	61500000	35.5
chr14	67500000	69500000	35.5
chr15	65500000	67500000	35.5
chr16	48000000	50000000	35.5
chr17	37500000	39500000	35.5
chr17	51500000	53500000	35.5
chr17	67000000	69000000	35.5
chr19	57000000	58617616	35.5
chr21	42500000	44500000	35.5
chr22	17000000	19000000	35.5
chrX	14500000	16500000	35.5
chrX	70000000	72000000	35.5
chrX	78500000	80500000	35.5
chrX	115500000	117500000	35.5
chrX	121500000	123500000	35.5
chrX	140000000	142000000	35.5
chr1	41000000	43000000	35.25
chr1	41500000	43500000	35.25
chr1	58000000	60000000	35.25
chr1	183500000	185500000	35.25
chr1	218500000	220500000	35.25
chr2	63500000	65500000	35.25
chr2	91500000	93500000	35.25
chr2	136000000	138000000	35.25
chr2	156500000	158500000	35.25
chr2	179500000	181500000	35.25
chr3	85000000	87000000	35.25
chr3	122500000	124500000	35.25
chr3	150500000	152500000	35.25
chr3	176000000	178000000	35.25
chr4	46000000	48000000	35.25
chr4	51500000	53500000	35.25
chr4	85000000	87000000	35.25
chr4	95500000	97500000	35.25
chr5	22500000	24500000	35.25
chr5	137500000	139500000	35.25
chr5	141000000	143000000	35.25
chr5	147000000	149000000	35.25
chr5	150000000	152000000	35.25
chr6	42000000	44000000	35.25
chr6	155000000	157000000	35.25
chr7	39500000	41500000	35.25
chr7	107000000	109000000	35.25
chr8	6500000	8500000	35.25
chr8	7000000	9000000	35.25
chr8	36000000	38000000	35.25
chr8	47000000	49000000	35.25
chr8	84500000	86500000	35.25
chr8	131000000	133000000	35.25
chr9	99500000	101500000	35.25
chr9	109000000	111000000	35.25
chr11	59000000	61000000	35.25
chr11	62000000	64000000	35.25
chr11	95500000	97500000	35.25
chr11	120000000	122000000	35.25
chr12	29000000	31000000	35.25
chr12	47500000	49500000	35.25
chr12	73500000	75500000	35.25
chr12	79000000	81000000	35.25
chr12	95500000	97500000	35.25
chr14	89000000	91000000	35.25
chr14	104000000	106000000	35.25
chr15	49000000	51000000	35.25
chr15	51500000	53500000	35.25
chr15	67000000	69000000	35.25
chr15	67500000	69500000	35.25
chr16	31000000	33000000	35.25
chr17	34500000	36500000	35.25
chr17	35000000	37000000	35.25
chr18	20500000	22500000	35.25
chr18	27500000	29500000	35.25
chr18	53000000	55000000	35.25
chr19	11500000	13500000	35.25
chr20	36000000	38000000	35.25
chrX	79000000	81000000	35.25
chrX	131500000	133500000	35.25
chr1	52000000	54000000	35
chr1	204000000	206000000	35
chr2	81500000	83500000	35
